titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,gpsLat,gpsLong
Regen Med Therapeutic Opportunities for Fighting COVID-19,"Atala, Anthony, Alicia Henn, Martha Lundberg, Taby Ahsan, Jordan Greenberg, Jeff Krukin, Steven Lynum et al. ""Regen med therapeutic opportunities for fighting COVID‐19."" Stem Cells Translational Medicine 10, no. 1 (2021): 5-13.",5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461298/pdf/SCT3-10-5.pdf,2020,6,"Humabiologics, Inc., Phoenix, Arizona",33.4516143,-111.9969693
Regen Med Therapeutic Opportunities for Fighting COVID-19,"Atala, Anthony, Alicia Henn, Martha Lundberg, Taby Ahsan, Jordan Greenberg, Jeff Krukin, Steven Lynum et al. ""Regen med therapeutic opportunities for fighting COVID‐19."" Stem Cells Translational Medicine 10, no. 1 (2021): 5-13.",5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461298/pdf/SCT3-10-5.pdf,2020,6,"Allevi, Philadelphia, Pennsylvania",39.94217272,-75.19857687
Regen Med Therapeutic Opportunities for Fighting COVID-19,"Atala, Anthony, Alicia Henn, Martha Lundberg, Taby Ahsan, Jordan Greenberg, Jeff Krukin, Steven Lynum et al. ""Regen med therapeutic opportunities for fighting COVID‐19."" Stem Cells Translational Medicine 10, no. 1 (2021): 5-13.",5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461298/pdf/SCT3-10-5.pdf,2020,6,"Cytiva, Marlborough, Massachusetts",42.32913485,-71.57730391
Scaffold-Free Tissue Engineering with Aligned Bone Marrow Stromal Cell Sheets to Recapitulate the Microstructural & Biochemical Composition of Annulus Fibrosus,"Chuah, Yon Jin, Jin Rong Tan, Yingnan Wu, Chee Seong Lim, Hwan Tak Hee, Yuejun Kang, and Dong-An Wang. ""Scaffold-Free tissue engineering with aligned bone marrow stromal cell sheets to recapitulate the microstructural and biochemical composition of annulus fibrosus."" Acta biomaterialia 107 (2020): 129-137.",5,https://pubmed.ncbi.nlm.nih.gov/32105832/,2020,4,"Nanyang Technological University, Singapore",1.349039243,103.6803452
Scaffold-Free Tissue Engineering with Aligned Bone Marrow Stromal Cell Sheets to Recapitulate the Microstructural & Biochemical Composition of Annulus Fibrosus,"Chuah, Yon Jin, Jin Rong Tan, Yingnan Wu, Chee Seong Lim, Hwan Tak Hee, Yuejun Kang, and Dong-An Wang. ""Scaffold-Free tissue engineering with aligned bone marrow stromal cell sheets to recapitulate the microstructural and biochemical composition of annulus fibrosus."" Acta biomaterialia 107 (2020): 129-137.",5,https://pubmed.ncbi.nlm.nih.gov/32105832/,2020,4,"National University of Singapore, Singapore",1.296814202,103.7791834
Scaffold-Free Tissue Engineering with Aligned Bone Marrow Stromal Cell Sheets to Recapitulate the Microstructural & Biochemical Composition of Annulus Fibrosus,"Chuah, Yon Jin, Jin Rong Tan, Yingnan Wu, Chee Seong Lim, Hwan Tak Hee, Yuejun Kang, and Dong-An Wang. ""Scaffold-Free tissue engineering with aligned bone marrow stromal cell sheets to recapitulate the microstructural and biochemical composition of annulus fibrosus."" Acta biomaterialia 107 (2020): 129-137.",5,https://pubmed.ncbi.nlm.nih.gov/32105832/,2020,4,"Southwest University, PR China",29.82022857,106.4290271
Scaffold-Free Tissue Engineering with Aligned Bone Marrow Stromal Cell Sheets to Recapitulate the Microstructural & Biochemical Composition of Annulus Fibrosus,"Chuah, Yon Jin, Jin Rong Tan, Yingnan Wu, Chee Seong Lim, Hwan Tak Hee, Yuejun Kang, and Dong-An Wang. ""Scaffold-Free tissue engineering with aligned bone marrow stromal cell sheets to recapitulate the microstructural and biochemical composition of annulus fibrosus."" Acta biomaterialia 107 (2020): 129-137.",5,https://pubmed.ncbi.nlm.nih.gov/32105832/,2020,4,"City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong SAR, PR China",22.33624242,114.1727238
"3D Material Cytometry (3DMaC): a Very High-replicate, High-throughput Analytical Method Using Microfabricated, Shape-specific, Cell-material Niches","Parratt, Kirsten, Jenny Jeong, Peng Qiu, and Krishnendu Roy. ""3D material cytometry (3DMaC): a very high-replicate, high-throughput analytical method using microfabricated, shape-specific, cell-material niches."" Lab on a Chip 17, no. 16 (2017): 2861-2872.",4,https://pubmed.ncbi.nlm.nih.gov/28726912/,2017,8,"Georgia Institute of Technology, Atlanta, GA",33.77622392,-84.39761541
A Monte Carlo Framework for Managing Biological Variability in Manufacture of Autologous Cell Therapy from Mesenchymal Stromal Cells Therapies,"Picken, Andrew, Jon Harriman, Andreea Iftimia-Mander, Lyndsey Johnson, Amy Prosser, Robin Quirk, and Robert Thomas. ""A Monte Carlo framework for managing biological variability in manufacture of autologous cell therapy from mesenchymal stromal cells therapies."" Cytotherapy 22, no. 4 (2020): 227-238.",4,https://pubmed.ncbi.nlm.nih.gov/32113873/,2020,4,"Loughborough University, Loughborough, UK",52.76567416,-1.230760052
A Monte Carlo Framework for Managing Biological Variability in Manufacture of Autologous Cell Therapy from Mesenchymal Stromal Cells Therapies,"Picken, Andrew, Jon Harriman, Andreea Iftimia-Mander, Lyndsey Johnson, Amy Prosser, Robin Quirk, and Robert Thomas. ""A Monte Carlo framework for managing biological variability in manufacture of autologous cell therapy from mesenchymal stromal cells therapies."" Cytotherapy 22, no. 4 (2020): 227-238.",4,https://pubmed.ncbi.nlm.nih.gov/32113873/,2020,4,"LocateBio, MediCity, Beeston, UK",52.9257593,-1.193789821
Bone Marrow-Derived from the Human Femoral Shaft As a New Source of Mesenchymal Stem/Stromal Cells: An Alternative Cell Material for Banking & Clinical Transplantation,"Drela, Katarzyna, Luiza Stanaszek, Konrad Snioch, Zuzanna Kuczynska, Mikolaj Wrobel, Sylwia Sarzynska, Pawel Legosz, Pawel Maldyk, and Barbara Lukomska. ""Bone marrow-derived from the human femoral shaft as a new source of mesenchymal stem/stromal cells: an alternative cell material for banking and clinical transplantation."" Stem Cell Research & Therapy 11, no. 1 (2020): 1-13.",4,https://pubmed.ncbi.nlm.nih.gov/32605638/,2020,6,"Polish Academy of Sciences, 5, Pawinskiego, 02-106, Warsaw, Poland",52.20736117,20.98323642
Bone Marrow-Derived from the Human Femoral Shaft As a New Source of Mesenchymal Stem/Stromal Cells: An Alternative Cell Material for Banking & Clinical Transplantation,"Drela, Katarzyna, Luiza Stanaszek, Konrad Snioch, Zuzanna Kuczynska, Mikolaj Wrobel, Sylwia Sarzynska, Pawel Legosz, Pawel Maldyk, and Barbara Lukomska. ""Bone marrow-derived from the human femoral shaft as a new source of mesenchymal stem/stromal cells: an alternative cell material for banking and clinical transplantation."" Stem Cell Research & Therapy 11, no. 1 (2020): 1-13.",4,https://pubmed.ncbi.nlm.nih.gov/32605638/,2020,6,"Centre for Specialized Surgery, Warsaw, Poland",52.21803168,20.99469441
Bone Marrow-Derived from the Human Femoral Shaft As a New Source of Mesenchymal Stem/Stromal Cells: An Alternative Cell Material for Banking & Clinical Transplantation,"Drela, Katarzyna, Luiza Stanaszek, Konrad Snioch, Zuzanna Kuczynska, Mikolaj Wrobel, Sylwia Sarzynska, Pawel Legosz, Pawel Maldyk, and Barbara Lukomska. ""Bone marrow-derived from the human femoral shaft as a new source of mesenchymal stem/stromal cells: an alternative cell material for banking and clinical transplantation."" Stem Cell Research & Therapy 11, no. 1 (2020): 1-13.",4,https://pubmed.ncbi.nlm.nih.gov/32605638/,2020,6,"1st Faculty of Medicine, Medical University of Warsaw, Warsaw, Poland",52.20790546,20.98486142
Bone Marrow-Derived from the Human Femoral Shaft As a New Source of Mesenchymal Stem/Stromal Cells: An Alternative Cell Material for Banking & Clinical Transplantation,"Drela, Katarzyna, Luiza Stanaszek, Konrad Snioch, Zuzanna Kuczynska, Mikolaj Wrobel, Sylwia Sarzynska, Pawel Legosz, Pawel Maldyk, and Barbara Lukomska. ""Bone marrow-derived from the human femoral shaft as a new source of mesenchymal stem/stromal cells: an alternative cell material for banking and clinical transplantation."" Stem Cell Research & Therapy 11, no. 1 (2020): 1-13.",4,https://pubmed.ncbi.nlm.nih.gov/32605638/,2020,6,"Polish Academy of Sciences, 5, Pawinskiego, 02-106, Warsaw, Poland",52.20736117,20.98315059
Customized Hydrogel Substrates for Serum-Free Expansion of Functional hMSCs,"Le, Ngoc Nhi T., Tianran Leona Liu, James Johnston, John D. Krutty, Kayla Marie Templeton, Victoria Harms, Andrew Dias, Hau Le, Padma Gopalan, and William L. Murphy. ""Customized hydrogel substrates for serum-free expansion of functional hMSCs."" Biomaterials Science 8, no. 14 (2020): 3819-3829.",4,https://pubmed.ncbi.nlm.nih.gov/32543628/,2020,7,"University of Wisconsin-Madison, Madison, WI, USA",43.07737534,-89.41077092
"Development of a Semi-Automated, Bulk Seeding Device for Large Animal Model Implantation of Tissue Engineered Vascular Grafts","Cunnane, Eoghan M., Katherine L. Lorentz, Lorenzo Soletti, Aneesh K. Ramaswamy, Timothy K. Chung, Darren G. Haskett, Samuel K. Luketich et al. ""Development of a semi-automated, bulk seeding device for large animal model implantation of tissue engineered vascular grafts."" Frontiers in bioengineering and biotechnology 8 (2020).",4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7644804/,2020,10,"Royal College of Surgeons in Ireland, Dublin, Ireland",53.3392748,-6.262724763
"Development of a Semi-Automated, Bulk Seeding Device for Large Animal Model Implantation of Tissue Engineered Vascular Grafts","Cunnane, Eoghan M., Katherine L. Lorentz, Lorenzo Soletti, Aneesh K. Ramaswamy, Timothy K. Chung, Darren G. Haskett, Samuel K. Luketich et al. ""Development of a semi-automated, bulk seeding device for large animal model implantation of tissue engineered vascular grafts."" Frontiers in bioengineering and biotechnology 8 (2020).",4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7644804/,2020,10,"University of Pittsburgh, Pittsburgh, PA, United States",40.44441043,-79.96069553
"Development of a Semi-Automated, Bulk Seeding Device for Large Animal Model Implantation of Tissue Engineered Vascular Grafts","Cunnane, Eoghan M., Katherine L. Lorentz, Lorenzo Soletti, Aneesh K. Ramaswamy, Timothy K. Chung, Darren G. Haskett, Samuel K. Luketich et al. ""Development of a semi-automated, bulk seeding device for large animal model implantation of tissue engineered vascular grafts."" Frontiers in bioengineering and biotechnology 8 (2020).",4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7644804/,2020,10,"RiMED Foundation, Palermo, Italy",38.11871133,13.36274015
Human Mesenchymal Stromal Cell Source & Culture Conditions Influence Extracellular Vesicle Angiogenic & Metabolic Effects on Human Endothelial Cells In Vitro,"Chance, Tiffani C., Maryanne C. Herzig, Barbara A. Christy, Christopher Delavan, Christopher R. Rathbone, Andrew P. Cap, and James A. Bynum. ""Human mesenchymal stromal cell source and culture conditions influence extracellular vesicle angiogenic and metabolic effects on human endothelial cells in vitro."" Journal of Trauma and Acute Care Surgery 89, no. 2S (2020): S100-S108.",4,https://pubmed.ncbi.nlm.nih.gov/32176171/,2020,8,"The University of Texas at San Antonio, San Antonio, Texas",29.58303338,-98.62062195
Influence of Fibrinogen Concentration on Mesenchymal Stem Cells and Chondrocytes Chondrogenesis in Fibrin Hydrogels,"Yang, Zheng, Vinitha Denslin, Yingnan Wu, Eng Hin Lee, Azlina A. Abbas, Tunku Kamarul, and James HP Hui. ""Influence of fibrinogen concentration on mesenchymal stem cells and chondrocytes chondrogenesis in fibrin hydrogels."" Journal of Biomaterials and Tissue Engineering 7, no. 11 (2017): 1136-1145.",4,https://www.ingentaconnect.com/content/asp/jbte/2017/00000007/00000011/art00010;jsessionid=t2p1nwooec8r.x-ic-live-03,2017,11,National University of Singapore,1.297457767,103.7787971
Miniature auto-perfusion bioreactor system with spiral microfluidic cell retention device ,"Yin, Lu, Wen Y. Au, Chia C. Yu, Taehong Kwon, Zhangxing Lai, Menglin Shang, Majid E. Warkiani, Roger Rosche, Chwee T. Lim, and Jongyoon Han. ""Miniature auto‐perfusion bioreactor system with spiral microfluidic cell retention device."" Biotechnology and Bioengineering 118, no. 5 (2021): 1951-1961.",4,https://doi.org/10.1002/bit.27709,2021,2,"Critical Analytics for Manufacturing of Personalized Medicine Interdisciplinary Research Group, Singapore-MIT Alliance in Research and Technology, Singapore, Singapore",1.298789521,103.7728896
Miniature auto-perfusion bioreactor system with spiral microfluidic cell retention device ,"Yin, Lu, Wen Y. Au, Chia C. Yu, Taehong Kwon, Zhangxing Lai, Menglin Shang, Majid E. Warkiani, Roger Rosche, Chwee T. Lim, and Jongyoon Han. ""Miniature auto‐perfusion bioreactor system with spiral microfluidic cell retention device."" Biotechnology and Bioengineering 118, no. 5 (2021): 1951-1961.",4,https://doi.org/10.1002/bit.27709,2021,2,"Departments of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA",42.36152682,-71.09138999
Miniature auto-perfusion bioreactor system with spiral microfluidic cell retention device ,"Yin, Lu, Wen Y. Au, Chia C. Yu, Taehong Kwon, Zhangxing Lai, Menglin Shang, Majid E. Warkiani, Roger Rosche, Chwee T. Lim, and Jongyoon Han. ""Miniature auto‐perfusion bioreactor system with spiral microfluidic cell retention device."" Biotechnology and Bioengineering 118, no. 5 (2021): 1951-1961.",4,https://doi.org/10.1002/bit.27709,2021,2,"School of Biomedical Engineering, University of Technology Sydney, Broadway, New South Wales, Australia",-33.88374312,151.1999689
Overcoming Stromal Barriers to Immuno-Oncological Responses via Fibroblast Activation Protein-Targeted Therapy,"Brennen, W. Nathaniel, Daniel L. J Thorek, Wen Jiang, Timothy E. Krueger, Lizamma Antony, Samuel R. Denmeade, and John T. Isaacs. ""Overcoming stromal barriers to immuno-oncological responses via fibroblast activation protein-targeted therapy."" Immunotherapy 13, no. 2 (2021): 155-175.",4,https://www.futuremedicine.com/doi/abs/10.2217/imt-2020-0066,2020,11,"Johns Hopkins University, Baltimore, MD",39.32997597,-76.62016365
Overcoming Stromal Barriers to Immuno-Oncological Responses via Fibroblast Activation Protein-Targeted Therapy,"Brennen, W. Nathaniel, Daniel L. J Thorek, Wen Jiang, Timothy E. Krueger, Lizamma Antony, Samuel R. Denmeade, and John T. Isaacs. ""Overcoming stromal barriers to immuno-oncological responses via fibroblast activation protein-targeted therapy."" Immunotherapy 13, no. 2 (2021): 155-175.",4,https://www.futuremedicine.com/doi/abs/10.2217/imt-2020-0066,2020,11,"Washington University School of Medicine, Saint Louis, MO",38.63526979,-90.26331514
Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018,7,"University of Kansas, Lawrence, KS",38.95464393,-95.25716943
Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018,7,"University of Cincinnati, Cincinnati, OH",39.13348748,-84.51383464
Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018,7,"Water Technology Group, Walnut Creek, CA",37.91129854,-122.0590567
Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018,7,"University of Kansas, Medical Center, Kansas City, KS",39.08688186,-94.63650647
Towards Physiologic Culture Approaches to Improve Standard Cultivation of Mesenchymal Stem Cells ,"Nikolits, Ilias, Sabrina Nebel, Dominik Egger, Sebastian Kreß, and Cornelia Kasper. ""Towards Physiologic Culture Approaches to Improve Standard Cultivation of Mesenchymal Stem Cells."" Cells 10, no. 4 (2021): 886.",4,https://doi.org/10.3390/cells10040886,2021,4,"Institute for Cell and Tissue Culture Technology, Department of Biotechnology, University of Natural Resources and Life Sciences, Muthgasse 18, 1190 Vienna, Austria",48.24395327,16.35034917
A multi-niche microvascularized human bone marrow (hBM) on-a-chip elucidates key roles of the endosteal niche in hBM physiology ,"Nelson, Michael R., Delta Ghoshal, Joscelyn C. Mejías, David Frey Rubio, Emily Keith, and Krishnendu Roy. ""A multi-niche microvascularized human bone marrow (hBM) on-a-chip elucidates key roles of the endosteal niche in hBM physiology."" Biomaterials 270 (2021): 120683.",3,https://doi.org/10.1016/j.biomaterials.2021.120683,2021,3,"The Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, 30332, USA",33.77868457,-84.39642544
A multi-niche microvascularized human bone marrow (hBM) on-a-chip elucidates key roles of the endosteal niche in hBM physiology ,"Nelson, Michael R., Delta Ghoshal, Joscelyn C. Mejías, David Frey Rubio, Emily Keith, and Krishnendu Roy. ""A multi-niche microvascularized human bone marrow (hBM) on-a-chip elucidates key roles of the endosteal niche in hBM physiology."" Biomaterials 270 (2021): 120683.",3,https://doi.org/10.1016/j.biomaterials.2021.120683,2021,3,"The Parker H. Petit Institute for Bioengineering & Bioscience, Georgia Institute of Technology, Atlanta, GA, 30332, USA",33.77874128,-84.39693573
Adipose Tbx1 Regulates β-Adrenergic Sensitivity in Subcutaneous Adipose Tissue & Thermogenic Capacity In Vivo,"Markan, Kathleen R., Lauren K. Boland, Abdul Qaadir King-McAlpin, Kristin E. Claflin, Michael P. Leaman, Morgan K. Kemerling, Madison M. Stonewall, Brad A. Amendt, James A. Ankrum, and Matthew J. Potthoff. ""Adipose TBX1 regulates β-adrenergic sensitivity in subcutaneous adipose tissue and thermogenic capacity in vivo."" Molecular metabolism 36 (2020): 100965.",3,https://pubmed.ncbi.nlm.nih.gov/32240964/,2020,6,"Fraternal Order of Eagles Diabetes Research Center, Iowa City, IA",41.01728357,-92.40839588
Adipose Tbx1 Regulates β-Adrenergic Sensitivity in Subcutaneous Adipose Tissue & Thermogenic Capacity In Vivo,"Markan, Kathleen R., Lauren K. Boland, Abdul Qaadir King-McAlpin, Kristin E. Claflin, Michael P. Leaman, Morgan K. Kemerling, Madison M. Stonewall, Brad A. Amendt, James A. Ankrum, and Matthew J. Potthoff. ""Adipose TBX1 regulates β-adrenergic sensitivity in subcutaneous adipose tissue and thermogenic capacity in vivo."" Molecular metabolism 36 (2020): 100965.",3,https://pubmed.ncbi.nlm.nih.gov/32240964/,2020,6,"University of Iowa Carver College of Medicine, Iowa City, IA",41.6640307,-91.54201211
Aminated 3D Printed Polystyrene Maintains Stem Cell Proliferation & Osteogenic Differentiation,"Lerman, Max J., Brandon T. Smith, Anushka G. Gerald, Marco Santoro, James A. Fookes, Antonios G. Mikos, and John P. Fisher. ""Aminated 3D Printed Polystyrene Maintains Stem Cell Proliferation and Osteogenic Differentiation."" Tissue Engineering Part C: Methods 26, no. 2 (2020): 118-131.",3,https://pubmed.ncbi.nlm.nih.gov/31971874/,2020,2,"University of Maryland, College Park, Maryland",38.98735162,-76.94461427
Conditioning of myoblast secretome using mesenchymal stem/stromal cell spheroids improves bone repair,"Saiz Jr, Augustine M., Marissa A. Gionet-Gonzales, Mark A. Lee, and J. Kent Leach. ""Conditioning of myoblast secretome using mesenchymal stem/stromal cell spheroids improves bone repair."" Bone 125 (2019): 151-159.",3,https://pubmed.ncbi.nlm.nih.gov/31102712/,2019,8,"University of California at Davis, Davis, CA",38.54120035,-121.7619409
Development of surface functionalization strategies for 3D-printed polysterene constructs,"Lerman, Max J., Shin Muramoto, Navein Arumugasaamy, Michael Van Order, Josephine Lembong, Anushka G. Gerald, Greg Gillen, and John P. Fisher. ""Development of surface functionalization strategies for 3D‐printed polystyrene constructs."" Journal of Biomedical Materials Research Part B: Applied Biomaterials 107, no. 8 (2019): 2566-2578.",3,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.b.34347,2019,2,"University of Maryland, College Park, Maryland",38.98702669,-76.94238264
Development of surface functionalization strategies for 3D-printed polysterene constructs,"Lerman, Max J., Shin Muramoto, Navein Arumugasaamy, Michael Van Order, Josephine Lembong, Anushka G. Gerald, Greg Gillen, and John P. Fisher. ""Development of surface functionalization strategies for 3D‐printed polystyrene constructs."" Journal of Biomedical Materials Research Part B: Applied Biomaterials 107, no. 8 (2019): 2566-2578.",3,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.b.34347,2019,2," National Institute of Standards and Technology, Gaithersburg, Maryland",39.14022975,-77.21783233
Dextran-Polyethylene Glycol Cryogels As Spongy Scaffolds for Drug Delivery,"Pacelli S, Di Muzio L, Paolicelli P, Fortunati V, Petralito S, Trilli J, Casadei MA. Dextran-polyethylene glycol cryogels as spongy scaffolds for drug delivery. International Journal of Biological Macromolecules. 2021 Jan 1;166:1292-300.",3,https://www.sciencedirect.com/science/article/abs/pii/S0141813020349102,2021,1,"The University of Texas at San Antonio, San Antonio, TX",29.58287504,-98.61817574
Dextran-Polyethylene Glycol Cryogels As Spongy Scaffolds for Drug Delivery,"Pacelli S, Di Muzio L, Paolicelli P, Fortunati V, Petralito S, Trilli J, Casadei MA. Dextran-polyethylene glycol cryogels as spongy scaffolds for drug delivery. International Journal of Biological Macromolecules. 2021 Jan 1;166:1292-300.",3,https://www.sciencedirect.com/science/article/abs/pii/S0141813020349102,2021,1,Sapienza University of Rome,41.9038584,12.51448131
Emerging Business Models Toward Commercialization of Bioprinting Technology,"Balakhovsky, Yakov M., Alexander Yu Ostrovskiy, and Yusef D. Khesuani. ""Emerging business models toward commercialization of bioprinting technology."" 3D Printing and Biofabrication. Springer, Berlin (2017): 1-22.",3,https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-40498-1_25-1,2017,7,"Vivax Bio, LLC New York USA",40.72795094,-74.00204491
Emerging Business Models Toward Commercialization of Bioprinting Technology,"Balakhovsky, Yakov M., Alexander Yu Ostrovskiy, and Yusef D. Khesuani. ""Emerging business models toward commercialization of bioprinting technology."" 3D Printing and Biofabrication. Springer, Berlin (2017): 1-22.",3,https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-40498-1_25-1,2017,7,Independent Laboratory INVITRO Moscow Russian Federation,55.77447099,37.60444078
Free flow electrophoresis allows preparation of extracellular vesicles with high purity ,"Staubach, Simon, Christian Reiter, G. Weber, and B. Giebel. ""Free flow electrophoresis allows preparation of extracellular vesicles with high purity."" Cytotherapy 21, no. 5 (2019): S57-S58.",3,https://doi.org/10.1016/j.jcyt.2019.03.432,2019,5,"FFE Service GmbH, Feldkirchen, Germany",48.15115934,11.72410806
Free flow electrophoresis allows preparation of extracellular vesicles with high purity ,"Staubach, Simon, Christian Reiter, G. Weber, and B. Giebel. ""Free flow electrophoresis allows preparation of extracellular vesicles with high purity."" Cytotherapy 21, no. 5 (2019): S57-S58.",3,https://doi.org/10.1016/j.jcyt.2019.03.432,2019,5,"Institute for Transfusion Medicine, University Duisburg-Essen, Essen, NRW, Germany",51.4277707,6.801329863
Rapid Comparative Immunophenotyping of Human Mesenchymal Stromal Cells by a Modified Fluorescent Cell Barcoding Flow Cytometric Assay,"Lekishvili, Tamara, and Jonathan J. Campbell. ""Rapid comparative immunophenotyping of human mesenchymal stromal cells by a modified fluorescent cell barcoding flow cytometric assay."" Cytometry Part A 93, no. 9 (2018): 905-915.",3,https://pubmed.ncbi.nlm.nih.gov/28940935/,2018,7,"LGC, Teddington, Middlesex,  United Kingdom",51.42410094,-0.3402486829
Sustained delivery of vascular endothelial growth factor from mesoporous calcium-deficient hydroxyapatite microparticles promotes in vitro angiogenesis and osteogenesis ,"Piard, Charlotte, Rachel Luthcke, Timur Kamalitdinov, and John Fisher. ""Sustained delivery of vascular endothelial growth factor from mesoporous calcium‐deficient hydroxyapatite microparticles promotes in vitro angiogenesis and osteogenesis."" Journal of Biomedical Materials Research Part A 109, no. 7 (2021): 1080-1087.",3,https://doi.org/10.1002/jbm.a.37100,2020,9,"Fischell Department of Bioengineering, University of Maryland, Maryland, USA",38.99194081,-76.93706262
Systemic Mesenchymal Stem Cell Treatment Mitigates Structural and Functional Retinal Ganglion Cell Degeneration in a Mouse Model of Multiple Sclerosis ,"Gramlich, Oliver W., Alexander J. Brown, Cheyanne R. Godwin, Michael S. Chimenti, Lauren K. Boland, James A. Ankrum, and Randy H. Kardon. ""Systemic mesenchymal stem cell treatment mitigates structural and functional retinal ganglion cell degeneration in a mouse model of multiple sclerosis."" Translational vision science & technology 9, no. 8 (2020): 16-16.",3,https://doi.org/10.1167/tvst.9.8.16,2020,7,"Department of Ophthalmology and Visual Sciences, The University of Iowa, Iowa City, IA, USA",41.65764776,-91.54800359
Transcriptome Profiles Acquired during Cell Expansion & Licensing Validate Mesenchymal Stromal Cell Lineage Genes,"Wiese, Danielle M., and Lorena R. Braid. ""Transcriptome profiles acquired during cell expansion and licensing validate mesenchymal stromal cell lineage genes."" Stem Cell Research & Therapy 11, no. 1 (2020): 1-7.",3,https://pubmed.ncbi.nlm.nih.gov/32795342/,2020,8,"Aurora BioSolutions Inc., Crescent Heights, Canada",51.04986667,-114.0657494
A facile and scalable in production non-viral gene engineered mesenchymal stem cells for effective suppression of temozolomide-resistant (TMZR) glioblastoma growth ,"Tu, Geraldine Xue En, Yoon Khei Ho, Zhi Xu Ng, Ke Jia Teo, Tseng Tsai Yeo, and Heng-Phon Too. ""A facile and scalable in production non-viral gene engineered mesenchymal stem cells for effective suppression of temozolomide-resistant (TMZR) glioblastoma growth."" Stem cell research & therapy 11, no. 1 (2020): 1-15.",2,https://stemcellres.biomedcentral.com/articles/10.1186/s13287-020-01899-x,2020,9,"Department of Biochemistry, National University of Singapore, Singapore, 117596, Singapore",1.296297343,103.7815525
Bioinspired artificial exosomes based on lipid nanoparticles carrying let-7b-5p promote angiogenesis in vitro and in vivo ,"Aday, Sezin, Inbal Hazan-Halevy, Aranzazu Chamorro-Jorganes, Maryam Anwar, Meir Goldsmith, Nicholas Beazley-Long, Susmita Sahoo et al. ""Bioinspired artificial exosomes based on lipid nanoparticles carrying let-7b-5p promote angiogenesis in vitro and in vivo."" Molecular Therapy (2021).",2,https://doi.org/10.1016/j.ymthe.2021.03.015,2021,7,"Bristol Heart Institute, University of Bristol, Bristol BS2 8ED, UK",51.45978531,-2.59627777
