,count,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,"gpsLat, gpsLong",gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
94,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"Rice University, Houston, Texas, USA","29.718027419810287, -95.40178832406527",29.71802742,-95.40178832,68,38.455882352941174,0.8832,0.8832,0.8832
95,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"The University of Texas M.D. Anderson Cancer Center, Houston, Texas","29.70763436074634, -95.39445107285172",29.70763436,-95.39445107,68,38.455882352941174,0.8572,0.8572,0.8572
152,98,Guanylate Binding Protein 1 Inhibits Osteogenic Differentiation of Human Mesenchymal Stromal Cells Derived from Bone Marrow,"Bai, Shi, Zhixiang Mu, Yuanding Huang, and Ping Ji. ""Guanylate binding protein 1 inhibits osteogenic differentiation of human mesenchymal stromal cells derived from bone marrow."" Scientific reports 8, no. 1 (2018): 1-8.",12.0,https://pubmed.ncbi.nlm.nih.gov/29348519/,2018.0,1.0,"Stomatological hospital of Chongqing Medical University, Chongqing, China","29.560578289364614, 106.54845632024663",29.56057829,106.5484563,44,21.25,0.9612,0.9612,0.9612
303,151,An Electrochemically Deposited Collagen Wound Matrix Combined With Adipose-derived Stem Cells Improves Cutaneous Wound Healing in a Mouse Model of Type 2 Diabetes,"Edwards, Nicole, Denis Feliers, Qingwei Zhao, Randolph Stone, Robert Christy, and Xingguo Cheng. ""An electrochemically deposited collagen wound matrix combined with adipose-derived stem cells improves cutaneous wound healing in a mouse model of type 2 diabetes."" Journal of biomaterials applications 33, no. 4 (2018): 553-565.",11.0,https://pubmed.ncbi.nlm.nih.gov/30326802/,2018.0,10.0,"United States Army Institute of Surgical Research, Fort Sam Houston, TX","29.461657834662137, -98.41593764905036",29.46165783,-98.41593765,35,8.428571428571429,0.8612,0.8612,0.8612
302,151,An Electrochemically Deposited Collagen Wound Matrix Combined With Adipose-derived Stem Cells Improves Cutaneous Wound Healing in a Mouse Model of Type 2 Diabetes,"Edwards, Nicole, Denis Feliers, Qingwei Zhao, Randolph Stone, Robert Christy, and Xingguo Cheng. ""An electrochemically deposited collagen wound matrix combined with adipose-derived stem cells improves cutaneous wound healing in a mouse model of type 2 diabetes."" Journal of biomaterials applications 33, no. 4 (2018): 553-565.",11.0,https://pubmed.ncbi.nlm.nih.gov/30326802/,2018.0,10.0,"University of Michigan, Ann Arbor, MI","42.28174449389225, -83.76382255940133",42.28174449,-83.76382256,35,8.428571428571429,1.0,1.0,1.0
301,151,An Electrochemically Deposited Collagen Wound Matrix Combined With Adipose-derived Stem Cells Improves Cutaneous Wound Healing in a Mouse Model of Type 2 Diabetes,"Edwards, Nicole, Denis Feliers, Qingwei Zhao, Randolph Stone, Robert Christy, and Xingguo Cheng. ""An electrochemically deposited collagen wound matrix combined with adipose-derived stem cells improves cutaneous wound healing in a mouse model of type 2 diabetes."" Journal of biomaterials applications 33, no. 4 (2018): 553-565.",11.0,https://pubmed.ncbi.nlm.nih.gov/30326802/,2018.0,10.0,"Southwest Research Institute, San Antonio, TX","29.464582223225296, -98.59578873384027",29.46458222,-98.59578873,35,8.428571428571429,1.0,1.0,1.0
317,159,Functional Profiling of Chondrogenically Induced Multipotent Stromal Cell Aggregates Reveals Transcriptomic and Emergent Morphological Phenotypes Predictive of Differentiation Capacity,"Lam, Johnny, Ian H. Bellayr, Ross A. Marklein, Steven R. Bauer, Raj K. Puri, and Kyung E. Sung. ""Functional profiling of chondrogenically induced multipotent stromal cell aggregates reveals transcriptomic and emergent morphological phenotypes predictive of differentiation capacity."" Stem cells translational medicine 7, no. 9 (2018): 664-675.",11.0,https://pubmed.ncbi.nlm.nih.gov/30084545/,2018.0,9.0,"Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, Maryland","39.020004827038726, -76.97255401530033",39.02000483,-76.97255402,36,10.0,0.135,0.135,0.135
147,94,Tissue Source and Cell Expansion Condition Influence Phenotypic Changes of Adipose-Derived Stem Cells,"Mangum, Lauren H., Shanmugasundaram Natesan, Randolph Stone, Nicole L. Wrice, David A. Larson, Kyle F. Florell, Barbara A. Christy, Maryanne C. Herzig, Andrew P. Cap, and Robert J. Christy. ""Tissue source and cell expansion condition influence phenotypic changes of adipose-derived stem cells."" Stem cells international 2017 (2017).",9.0,https://pubmed.ncbi.nlm.nih.gov/29138638/,2017.0,8.0,"San Antonio Military Medical Center, JBSA Ft Sam Houston, San Antonio, TX","29.460236709816368, -98.41527511787203",29.46023671,-98.41527512,49,21.3265306122449,0.042,0.042,0.042
139,89,Sustained Releasing Sponge-like 3d Scaffolds for Bone Tissue Engineering Applications,"Chamundeswari, Vidya N., Lui Yuan Siang, Yon Jin Chuah, Jing Shi Tan, Dong-An Wang, and Say Chye Joachim Loo. ""Sustained releasing sponge-like 3D scaffolds for bone tissue engineering applications."" Biomedical Materials 13, no. 1 (2017): 015019.",9.0,https://pubmed.ncbi.nlm.nih.gov/28895559/,2017.0,12.0,"Nanyang Technological University, Singapore","1.349082146445041, 103.68287716262252",1.349082146,103.6828772,45,18.333333333333332,0.0,0.0,0.0
130,84,Adaptation of a Simple Microfluidic Platform for High-Dimensional Quantitative Morphological Analysis of Human Mesenchymal Stromal Cells on Polystyrene-Based Substrates,"Lam, Johnny, Ross A. Marklein, Jose A. Jimenez-Torres, David J. Beebe, Steven R. Bauer, and Kyung E. Sung. ""Adaptation of a simple microfluidic platform for high-dimensional quantitative morphological analysis of human mesenchymal stromal cells on polystyrene-based substrates."" SLAS TECHNOLOGY: Translating Life Sciences Innovation 22, no. 6 (2017): 646-661.",8.0,https://pubmed.ncbi.nlm.nih.gov/28825968/,2017.0,12.0,"University of Wisconsin-Madison, Madison, WI","43.07724995277269, -89.4102130200505",43.07724995,-89.41021302,45,17.0,0.8632,0.8632,0.8632
311,157,Differentiation of Adipose Derived Stem Cells to Keratinocyte-like Cells on an Advanced Collagen Wound Matrix,"Edwards, N. J., R. Stone, R. Christy, C. K. Zhang, B. Pollok, and X. Cheng. ""Differentiation of adipose derived stem cells to keratinocyte-like cells on an advanced collagen wound matrix."" Tissue and Cell 53 (2018): 68-75.",8.0,https://pubmed.ncbi.nlm.nih.gov/30060829/,2018.0,8.0,University of Texas-San Antonio,"29.583033382279673, -98.61972073084618",29.58303338,-98.61972073,37,9.864864864864865,0.0,0.0,0.0
295,147,3D Printing Bioactive PLGA Scaffolds Using DMSO as a Removable Solvent,"Guo, Ting, Casey G. Lim, Maeesha Noshin, Julia P. Ringel, and John P. Fisher. ""3D printing bioactive PLGA scaffolds using DMSO as a removable solvent."" Bioprinting 10 (2018): e00038.",8.0,https://www.sciencedirect.com/science/article/pii/S2405886618300381,2018.0,6.0,"University of Maryland, College Park, MD","38.98735162265055, -76.94392762615202",38.98735162,-76.94392763,39,11.923076923076923,0.0,0.0,0.0
153,99,Effect of Hydrogel Material Composition on Hbmsc Differentiation Into Zone-specific Neo-cartilage: Engineering Human Articular Cartilage-like Tissue With Spatially Varying Properties,"Parratt, Kirsten, Madeline Smerchansky, Qwantayvious Stiggers, and Krishnendu Roy. ""Effect of hydrogel material composition on hBMSC differentiation into zone-specific neo-cartilage: engineering human articular cartilage-like tissue with spatially varying properties."" Journal of Materials Chemistry B 5, no. 31 (2017): 6237-6248.",8.0,https://pubs.rsc.org/en/content/articlelanding/2017/tb/c7tb00896a,2017.0,7.0,"Georgia Institute of Technology, Atlanta, GA","33.77622391514814, -84.39761541333719",33.77622392,-84.39761541,50,20.300000000000004,0.0,0.0,0.0
129,84,Adaptation of a Simple Microfluidic Platform for High-Dimensional Quantitative Morphological Analysis of Human Mesenchymal Stromal Cells on Polystyrene-Based Substrates,"Lam, Johnny, Ross A. Marklein, Jose A. Jimenez-Torres, David J. Beebe, Steven R. Bauer, and Kyung E. Sung. ""Adaptation of a simple microfluidic platform for high-dimensional quantitative morphological analysis of human mesenchymal stromal cells on polystyrene-based substrates."" SLAS TECHNOLOGY: Translating Life Sciences Innovation 22, no. 6 (2017): 646-661.",8.0,https://pubmed.ncbi.nlm.nih.gov/28825968/,2017.0,12.0,"Food and Drug Administration, Silver Spring, MD","39.035798358803326, -76.98023810734571",39.03579836,-76.98023811,45,17.0,1.0,1.0,1.0
314,157,Differentiation of Adipose Derived Stem Cells to Keratinocyte-like Cells on an Advanced Collagen Wound Matrix,"Edwards, N. J., R. Stone, R. Christy, C. K. Zhang, B. Pollok, and X. Cheng. ""Differentiation of adipose derived stem cells to keratinocyte-like cells on an advanced collagen wound matrix."" Tissue and Cell 53 (2018): 68-75.",8.0,https://pubmed.ncbi.nlm.nih.gov/30060829/,2018.0,8.0,"Southwest Research Institute, 6220 Culebra Road, San Antonio, TX,","29.452573745135027, -98.60950866326866",29.45257375,-98.60950866,37,9.864864864864865,0.078,0.078,0.078
313,157,Differentiation of Adipose Derived Stem Cells to Keratinocyte-like Cells on an Advanced Collagen Wound Matrix,"Edwards, N. J., R. Stone, R. Christy, C. K. Zhang, B. Pollok, and X. Cheng. ""Differentiation of adipose derived stem cells to keratinocyte-like cells on an advanced collagen wound matrix."" Tissue and Cell 53 (2018): 68-75.",8.0,https://pubmed.ncbi.nlm.nih.gov/30060829/,2018.0,8.0,"Propagenix, Inc., 9605 Medical Center Dr. #325, Rockville, MD, 20850, USA","39.10404731972929, -77.19708134481535",39.10404732,-77.19708134,37,9.864864864864865,0.0,0.0,0.0
312,157,Differentiation of Adipose Derived Stem Cells to Keratinocyte-like Cells on an Advanced Collagen Wound Matrix,"Edwards, N. J., R. Stone, R. Christy, C. K. Zhang, B. Pollok, and X. Cheng. ""Differentiation of adipose derived stem cells to keratinocyte-like cells on an advanced collagen wound matrix."" Tissue and Cell 53 (2018): 68-75.",8.0,https://pubmed.ncbi.nlm.nih.gov/30060829/,2018.0,8.0,US Army Institute of Surgical Research,"29.461358908245376, -98.41533683427231",29.46135891,-98.41533683,37,9.864864864864865,0.069,0.069,0.069
336,167,Impact of Vancomycin Treatment on Human Mesenchymal Stromal Cells During Osteogenic Differentiation,"Bariteau, Jason T., Rishin J. Kadakia, Brian C. Traub, Manjula Viggeswarapu, and Nick J. Willett. ""Impact of vancomycin treatment on human mesenchymal stromal cells during osteogenic differentiation."" Foot & ankle international 39, no. 8 (2018): 954-959.",5.0,https://pubmed.ncbi.nlm.nih.gov/29620948/,2018.0,8.0,"The Atlanta Veterans Affairs Medical Center, Decatur, GA, USA","33.790096318379106, -84.32518377000905",33.79009632,-84.32518377,37,8.243243243243244,0.9032,0.9032,0.9032
328,162,Multidrug-eluting Bi-layered Microparticle-mesh Scaffolds for Musculoskeletal Tissue Regeneration,"Chamundeswari, Vidya N., Yon Jin Chuah, and Say Chye Joachim Loo. ""Multidrug-eluting bi-layered microparticle-mesh scaffolds for musculoskeletal tissue regeneration."" Journal of Materials Chemistry B 6, no. 20 (2018): 3340-3347.",5.0,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb00397a,2018.0,5.0,Nanyang Technological University,"1.3483527878036905, 103.68154678718932",1.348352788,103.6815468,40,10.25,0.12,0.12,0.12
335,167,Impact of Vancomycin Treatment on Human Mesenchymal Stromal Cells During Osteogenic Differentiation,"Bariteau, Jason T., Rishin J. Kadakia, Brian C. Traub, Manjula Viggeswarapu, and Nick J. Willett. ""Impact of vancomycin treatment on human mesenchymal stromal cells during osteogenic differentiation."" Foot & ankle international 39, no. 8 (2018): 954-959.",5.0,https://pubmed.ncbi.nlm.nih.gov/29620948/,2018.0,8.0,"Emory University School of Medicine, Atlanta, GA","33.790096318379106, -84.32518377000905",33.79009632,-84.32518377,37,8.243243243243244,0.9092,0.9092,0.9092
151,97,"3D Material Cytometry (3DMaC): a Very High-replicate, High-throughput Analytical Method Using Microfabricated, Shape-specific, Cell-material Niches","Parratt, Kirsten, Jenny Jeong, Peng Qiu, and Krishnendu Roy. ""3D material cytometry (3DMaC): a very high-replicate, high-throughput analytical method using microfabricated, shape-specific, cell-material niches."" Lab on a Chip 17, no. 16 (2017): 2861-2872.",4.0,https://pubmed.ncbi.nlm.nih.gov/28726912/,2017.0,8.0,"Georgia Institute of Technology, Atlanta, GA","33.77622391514814, -84.39761541333719",33.77622392,-84.39761541,49,13.16326530612245,1.0,1.0,1.0
117,78,Influence of Fibrinogen Concentration on Mesenchymal Stem Cells and Chondrocytes Chondrogenesis in Fibrin Hydrogels,"Yang, Zheng, Vinitha Denslin, Yingnan Wu, Eng Hin Lee, Azlina A. Abbas, Tunku Kamarul, and James HP Hui. ""Influence of fibrinogen concentration on mesenchymal stem cells and chondrocytes chondrogenesis in fibrin hydrogels."" Journal of Biomaterials and Tissue Engineering 7, no. 11 (2017): 1136-1145.",4.0,https://www.ingentaconnect.com/content/asp/jbte/2017/00000007/00000011/art00010;jsessionid=t2p1nwooec8r.x-ic-live-03,2017.0,11.0,National University of Singapore,"1.297457767470151, 103.77879711383922",1.297457767,103.7787971,46,12.065217391304348,0.099,0.099,0.099
327,161,Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4.0,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018.0,7.0,"University of Kansas, Medical Center, Kansas City, KS","39.08688185712757, -94.63650647160883",39.08688186,-94.63650647,38,8.289473684210527,0.093,0.093,0.093
326,161,Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4.0,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018.0,7.0,"Water Technology Group, Walnut Creek, CA","37.911298540659104, -122.05905669141877",37.91129854,-122.0590567,38,8.289473684210527,0.129,0.129,0.129
325,161,Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4.0,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018.0,7.0,"University of Cincinnati, Cincinnati, OH","39.133487480482714, -84.51383463628535",39.13348748,-84.51383464,38,8.289473684210527,0.0,0.0,0.0
324,161,Pre-Conditioning Stem Cells in a Biomimetic Environment for Enhanced Cardiac Tissue Repair: In Vitro and In Vivo Analysis,"Chakravarti, Aparna R., Settimio Pacelli, Perwez Alam, Samik Bagchi, Saman Modaresi, Andras Czirok, Rafeeq PH Ahmed, and Arghya Paul. ""Pre-conditioning stem cells in a biomimetic environment for enhanced cardiac tissue repair: in vitro and in vivo analysis."" Cellular and molecular bioengineering 11, no. 5 (2018): 321-336.",4.0,https://link.springer.com/article/10.1007/s12195-018-0543-x,2018.0,7.0,"University of Kansas, Lawrence, KS","38.95464393091953, -95.257169426168",38.95464393,-95.25716943,38,8.289473684210527,0.0,0.0,0.0
156,101,Emerging Business Models Toward Commercialization of Bioprinting Technology,"Balakhovsky, Yakov M., Alexander Yu Ostrovskiy, and Yusef D. Khesuani. ""Emerging business models toward commercialization of bioprinting technology."" 3D Printing and Biofabrication. Springer, Berlin (2017): 1-22.",3.0,https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-40498-1_25-1,2017.0,7.0,Independent Laboratory INVITRO Moscow Russian Federation,"55.77447099420904, 37.6044407756212",55.77447099,37.60444078,50,11.8,1.0,1.0,1.0
155,101,Emerging Business Models Toward Commercialization of Bioprinting Technology,"Balakhovsky, Yakov M., Alexander Yu Ostrovskiy, and Yusef D. Khesuani. ""Emerging business models toward commercialization of bioprinting technology."" 3D Printing and Biofabrication. Springer, Berlin (2017): 1-22.",3.0,https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-40498-1_25-1,2017.0,7.0,"Vivax Bio, LLC New York USA","40.727950944548304, -74.0020449144394",40.72795094,-74.00204491,50,11.8,0.9572,0.9572,0.9572
140,90,Rapid Comparative Immunophenotyping of Human Mesenchymal Stromal Cells by a Modified Fluorescent Cell Barcoding Flow Cytometric Assay,"Lekishvili, Tamara, and Jonathan J. Campbell. ""Rapid comparative immunophenotyping of human mesenchymal stromal cells by a modified fluorescent cell barcoding flow cytometric assay."" Cytometry Part A 93, no. 9 (2018): 905-915.",3.0,https://pubmed.ncbi.nlm.nih.gov/28940935/,2018.0,7.0,"LGC, Teddington, Middlesex,  United Kingdom","51.424100935229546, -0.3402486828997522",51.42410094,-0.3402486829,38,7.63157894736842,0.0,0.0,0.0
298,149,Synthesis of a Tri-network Alginate Hydrogel for Use as an Injectable Cell Carrier,"Etter, Jennifer Nicole, and Rachael Ann Oldinski. ""Synthesis of a tri-network alginate hydrogel for use as an injectable cell carrier."" Biomedical Physics & Engineering Express 5, no. 1 (2018): 015017.",2.0,https://iopscience.iop.org/article/10.1088/2057-1976/aaeb6f,2018.0,11.0,"University of Vermont, Burlington VT","44.478128055727495, -73.19453254202134",44.47812806,-73.19453254,34,5.441176470588235,0.0,0.0,0.0
135,87,A Low-Cost Technique for Intraoperative Imaging of Cell Delivery and Retention in a Model of Delayed Wound Healing,"Burand Jr, Anthony J., Lauren Boland, Alex J. Brown, and James A. Ankrum. ""A Low-Cost Technique for Intraoperative Imaging of Cell Delivery and Retention in a Model of Delayed Wound Healing."" Advances in wound care 6, no. 12 (2017): 413-424.",1.0,https://pubmed.ncbi.nlm.nih.gov/29279805/,2017.0,12.0,"University of Iowa, Iowa City, Iowa","41.66424834336869, -91.55517336017067",41.66424834,-91.55517336,45,7.666666666666666,0.9912,0.9912,0.9912
114,75,Particle aggregates formed during furfuryl methacrylate plasma polymerization affect human mesenchymal stem cell behaviour,"Shirazi, Hanieh Safizadeh, Nicholas Rogers, Andrew Michelmore, and Jason D. Whittle. ""Particle aggregates formed during furfuryl methacrylate plasma polymerization affect human mesenchymal stem cell behaviour."" Colloids and Surfaces B: Biointerfaces 161 (2018): 261-268.",1.0,https://pubmed.ncbi.nlm.nih.gov/29096370/,2018.0,1.0,"University of South Australia, Mawson Lakes, Adelaide","-34.91744020090997, 138.61921633024596",-34.9174402,138.6192163,44,7.5,0.0,0.0,0.0
354,177,Particle aggregates formed during furfuryl methacrylate plasma polymerization affect human mesenchymal stem cell behaviour,"Shirazi, Hanieh Safizadeh, Nicholas Rogers, Andrew Michelmore, and Jason D. Whittle. ""Particle aggregates formed during furfuryl methacrylate plasma polymerization affect human mesenchymal stem cell behaviour."" Colloids and Surfaces B: Biointerfaces 161 (2018): 261-268.",1.0,https://pubmed.ncbi.nlm.nih.gov/29096370/,2018.0,1.0,"University of South Australia, Mawson Lakes, Adelaide","-34.91546965657456, 138.62230625033314",-34.91546966,138.6223063,44,7.5,0.078,0.078,0.078
